Date : 2026-03-11 19:49:28
Directory : c:\E-Commerce Website (Full) - Copy (3)
Total : 736 files,  170514 codes, 4477 comments, 15768 blanks, all 190759 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\aiContentService.js                          | JavaScript         |         91 |         12 |         24 |        127 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\aiQuotaService.js                            | JavaScript         |         75 |          7 |         16 |         98 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\analyticsService.js                          | JavaScript         |        125 |          9 |         32 |        166 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\cartService.js                               | JavaScript         |        320 |          5 |         39 |        364 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\dbService.js                                 | JavaScript         |         60 |          0 |         12 |         72 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\emailService.js                              | JavaScript         |        198 |          1 |         23 |        222 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\logger.js                                    | JavaScript         |         25 |          0 |          6 |         31 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\mailblusterService.js                        | JavaScript         |         69 |          0 |         12 |         81 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\manifestService.js                           | JavaScript         |         34 |          1 |          7 |         42 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\memoryDbService.js                           | JavaScript         |         45 |          0 |         10 |         55 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\onboardingService.js                         | JavaScript         |        108 |          3 |         15 |        126 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\paymentService.js                            | JavaScript         |        329 |         54 |         57 |        440 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\preflightService.js                          | JavaScript         |         50 |          4 |          7 |         61 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\queueService.js                              | JavaScript         |        169 |          9 |         23 |        201 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\recommendationService.js                     | JavaScript         |        230 |         12 |         36 |        278 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\searchService.js                             | JavaScript         |        255 |         20 |         47 |        322 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\shippingService.js                           | JavaScript         |         89 |         10 |         24 |        123 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\shipping\leopardsProvider.js                 | JavaScript         |         57 |          1 |          9 |         67 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\shipping\tcsProvider.js                      | JavaScript         |         23 |          2 |          6 |         31 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\shipping\traxProvider.js                     | JavaScript         |         58 |          0 |          9 |         67 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\stateService.js                              | JavaScript         |        147 |          8 |         29 |        184 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\waRateGuard.js                               | JavaScript         |         87 |         11 |         23 |        121 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\whatsappAutomationService.js                 | JavaScript         |        132 |         12 |         27 |        171 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\services\whatsappService.js                           | JavaScript         |         27 |          1 |          4 |         32 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\templates\home\electronics.json                       | JSON               |         67 |          0 |          0 |         67 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\templates\home\fashion.json                           | JSON               |         75 |          0 |          0 |         75 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\templates\home\general.json                           | JSON               |         59 |          0 |          0 |         59 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\test-boundaries.js                                    | JavaScript         |         93 |          8 |         19 |        120 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\test_db.js                                            | JavaScript         |         20 |          0 |          8 |         28 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\test_subscription.js                                  | JavaScript         |         25 |          0 |          4 |         29 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\QA-SECURITY-CHECKLIST.md                        | Markdown           |        315 |          0 |        117 |        432 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\integration\bootstrap.test.js                   | JavaScript         |         62 |          1 |         10 |         73 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\integration\payment-security.test.js            | JavaScript         |        219 |         26 |         51 |        296 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\security\jwt.test.js                            | JavaScript         |         88 |          3 |         24 |        115 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\test_approval_flow.js                           | JavaScript         |        104 |          8 |         20 |        132 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\tests\unit\config.test.js                             | JavaScript         |         38 |          0 |         10 |         48 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\LocalDB.js                                      | JavaScript         |        230 |         17 |         46 |        293 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\inventoryService.js                             | JavaScript         |        137 |          3 |         23 |        163 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\modelFactory.js                                 | JavaScript         |         67 |         14 |         18 |         99 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\orderHashService.js                             | JavaScript         |         40 |          3 |          8 |         51 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\phoneFormatter.js                               | JavaScript         |         56 |         10 |         17 |         83 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\retryWithBackoff.js                             | JavaScript         |         62 |          0 |         10 |         72 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\tenantStorage.js                                | JavaScript         |          3 |          0 |          3 |          6 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\tokenService.js                                 | JavaScript         |         74 |          2 |         11 |         87 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\utils\whatsappService.js                              | JavaScript         |        142 |          0 |         28 |        170 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\validators\orderValidators.js                         | JavaScript         |         36 |          0 |          8 |         44 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\validators\productValidators.js                       | JavaScript         |         28 |          0 |          8 |         36 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\validators\userValidator.js                           | JavaScript         |         23 |          0 |          5 |         28 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\validators\userValidators.js                          | JavaScript         |         41 |          0 |          8 |         49 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\verify-mongodb.js                                     | JavaScript         |         96 |          3 |         23 |        122 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\verify-order-fix.js                                   | JavaScript         |         42 |          1 |          9 |         52 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\verify-serverless.js                                  | JavaScript         |         69 |         10 |         19 |         98 |
| c:\E-Commerce Website (Full) - Copy (3)\backend\workers\notificationWorker.js                         | JavaScript         |        157 |         16 |         37 |        210 |
| c:\E-Commerce Website (Full) - Copy (3)\check_cms.js                                                  | JavaScript         |         21 |          0 |          2 |         23 |
| c:\E-Commerce Website (Full) - Copy (3)\check_cms_deep.js                                             | JavaScript         |         37 |          0 |          5 |         42 |
| c:\E-Commerce Website (Full) - Copy (3)\check_cms_dump.js                                             | JavaScript         |         17 |          0 |          5 |         22 |
| c:\E-Commerce Website (Full) - Copy (3)\check_cms_native.js                                           | JavaScript         |         28 |          0 |          2 |         30 |
| c:\E-Commerce Website (Full) - Copy (3)\check_cms_raw.js                                              | JavaScript         |         10 |          0 |          2 |         12 |
| c:\E-Commerce Website (Full) - Copy (3)\check_products.js                                             | JavaScript         |         25 |          0 |          2 |         27 |
| c:\E-Commerce Website (Full) - Copy (3)\check_products_full.js                                        | JavaScript         |         23 |          0 |          4 |         27 |
| c:\E-Commerce Website (Full) - Copy (3)\check_products_raw.js                                         | JavaScript         |         17 |          0 |          2 |         19 |
| c:\E-Commerce Website (Full) - Copy (3)\database\omnora_schema.sql                                    | MS SQL             |        420 |         90 |        117 |        627 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\check_users.js                                       | JavaScript         |         14 |          0 |          4 |         18 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\index.html                                           | HTML               |        110 |          0 |         18 |        128 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\package-lock.json                                    | JSON               |      8,789 |          0 |          1 |      8,790 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\package.json                                         | JSON               |         40 |          0 |          1 |         41 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\postcss.config.js                                    | JavaScript         |          6 |          0 |          1 |          7 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\public\manifest.json                                 | JSON               |         26 |          0 |          0 |         26 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\public\pwa-icon.svg                                  | XML                |         28 |          0 |          7 |         35 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\App.tsx                                          | TypeScript JSX     |        134 |         12 |         13 |        159 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\api\client.ts                                    | TypeScript         |        118 |         29 |         23 |        170 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\AdPlacement.css                       | CSS                |        266 |          0 |         48 |        314 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\AdPlacementZone.tsx                   | TypeScript JSX     |        123 |          5 |         10 |        138 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\AdminLayout.css                       | CSS                |        249 |          0 |         33 |        282 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\AdminLayout.tsx                       | TypeScript JSX     |         84 |          4 |         12 |        100 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Carousel.tsx                          | TypeScript JSX     |         96 |         10 |         15 |        121 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\DynamicSection.tsx                    | TypeScript JSX     |        328 |         10 |         38 |        376 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\ErrorBoundary.css                     | CSS                |        124 |          0 |         17 |        141 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\ErrorBoundary.tsx                     | TypeScript JSX     |         69 |          3 |         14 |         86 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Footer.css                            | CSS                |        248 |          0 |         39 |        287 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Footer.tsx                            | TypeScript JSX     |        120 |         10 |         15 |        145 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\GlobalErrorBoundary.tsx               | TypeScript JSX     |         60 |          1 |         12 |         73 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\HostnameInterceptor.tsx               | TypeScript JSX     |         89 |          5 |         14 |        108 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Layout.css                            | CSS                |        379 |          0 |         58 |        437 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Layout.tsx                            | TypeScript JSX     |        249 |         29 |         31 |        309 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\LoadingWrapper.css                    | CSS                |         20 |          0 |          2 |         22 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\LoadingWrapper.tsx                    | TypeScript JSX     |         32 |          2 |          5 |         39 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\OmnoraCarousel.css                    | CSS                |        207 |          0 |         28 |        235 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\OmnoraLayout.css                      | CSS                |        418 |          0 |         64 |        482 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\OmnoraPosterGallery.css               | CSS                |        236 |          0 |         36 |        272 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Payment.css                           | CSS                |        119 |          0 |         21 |        140 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\PosterGallery.tsx                     | TypeScript JSX     |        103 |          8 |         11 |        122 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\ProtectedRoute.css                    | CSS                |         88 |          0 |         12 |        100 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\ProtectedRoute.tsx                    | TypeScript JSX     |         35 |          5 |          6 |         46 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\RequireAdmin.tsx                      | TypeScript JSX     |         17 |          4 |          6 |         27 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Skeleton.css                          | CSS                |        109 |          0 |         19 |        128 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\Skeleton.tsx                          | TypeScript JSX     |         57 |         12 |         15 |         84 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\SkeletonProductCard.tsx               | TypeScript JSX     |         46 |          9 |          7 |         62 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\SmartImage.css                        | CSS                |         62 |          0 |          7 |         69 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\SmartImage.tsx                        | TypeScript JSX     |         56 |          4 |          8 |         68 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\StripePayment.tsx                     | TypeScript JSX     |         82 |          2 |         13 |         97 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\WhatsAppConfirmationDialog.css        | CSS                |        191 |          0 |         27 |        218 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\WhatsAppConfirmationDialog.tsx        | TypeScript JSX     |         78 |          4 |         11 |         93 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\admin\AdminBillingManager.tsx         | TypeScript JSX     |        177 |         11 |         22 |        210 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\admin\AdminDashboard.tsx              | TypeScript JSX     |        276 |         10 |         21 |        307 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\admin\AdminPaymentSettings.tsx        | TypeScript JSX     |        143 |          1 |         13 |        157 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\admin\OrderManager.tsx                | TypeScript JSX     |        264 |         18 |         29 |        311 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\auth\AuthModal.tsx                    | TypeScript JSX     |        143 |          5 |         20 |        168 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\AnnouncementBar.tsx            | TypeScript JSX     |         94 |          3 |         14 |        111 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\CountdownTimer.tsx             | TypeScript JSX     |        169 |          5 |         19 |        193 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\CustomerReviews.tsx            | TypeScript JSX     |        174 |         12 |         22 |        208 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\FAQAccordion.tsx               | TypeScript JSX     |        146 |          6 |         19 |        171 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\FeaturesGrid.tsx               | TypeScript JSX     |        129 |          6 |         17 |        152 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\HeroBanner.tsx                 | TypeScript JSX     |        165 |          7 |         16 |        188 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\NewsletterSignup.tsx           | TypeScript JSX     |        221 |          5 |         21 |        247 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\SiteFooter.tsx                 | TypeScript JSX     |        186 |         12 |         22 |        220 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\SplitHero.tsx                  | TypeScript JSX     |        143 |          5 |         16 |        164 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\TrustBadges.tsx                | TypeScript JSX     |        183 |          8 |         17 |        208 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\blocks\UpsellWidget.tsx               | TypeScript JSX     |        188 |          7 |         22 |        217 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\builder\AICopilotModal.tsx            | TypeScript JSX     |        148 |         10 |         23 |        181 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\BuyButton.tsx                    | TypeScript JSX     |        187 |          2 |         20 |        209 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\CartDrawer.tsx                   | TypeScript JSX     |        392 |         22 |         30 |        444 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\CheckoutBlock.tsx                | TypeScript JSX     |        417 |         16 |         42 |        475 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\OrderConfirmationBlock.tsx       | TypeScript JSX     |        225 |         16 |         22 |        263 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\ProductCard.tsx                  | TypeScript JSX     |        208 |          9 |         17 |        234 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\ProductGrid.tsx                  | TypeScript JSX     |        176 |         11 |         21 |        208 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\ProductOptions.tsx               | TypeScript JSX     |        237 |         13 |         22 |        272 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\SearchBar.tsx                    | TypeScript JSX     |        204 |          6 |         16 |        226 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cart\StoreHeader.tsx                  | TypeScript JSX     |        203 |         10 |         18 |        231 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\AdminDiscountManager.tsx          | TypeScript JSX     |        235 |          7 |         26 |        268 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\AdminNavigationManager.tsx        | TypeScript JSX     |        203 |         18 |         30 |        251 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\AdminPageManager.tsx              | TypeScript JSX     |        227 |          9 |         26 |        262 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\AdminProductManager.tsx           | TypeScript JSX     |        450 |         31 |         59 |        540 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\BuilderHealthOverlay.tsx          | TypeScript JSX     |        176 |          5 |         15 |        196 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\BuilderRegistry.ts                | TypeScript         |        466 |         29 |         32 |        527 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\BuilderToolbar.tsx                | TypeScript JSX     |        411 |         23 |         44 |        478 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\BuilderWrapper.tsx                | TypeScript JSX     |        647 |         34 |         73 |        754 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\CanvasOverlay.tsx                 | TypeScript JSX     |        820 |         56 |        100 |        976 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\ComponentRegistry.tsx             | TypeScript JSX     |        115 |          1 |         12 |        128 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\ComponentWrapper.tsx              | TypeScript JSX     |        264 |         30 |         51 |        345 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\DevicePresetPanel.tsx             | TypeScript JSX     |        187 |         11 |         14 |        212 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\DiagnosticsPanel.tsx              | TypeScript JSX     |         80 |          0 |          9 |         89 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\DynamicButton.tsx                 | TypeScript JSX     |        147 |         14 |         22 |        183 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\DynamicSection.tsx                | TypeScript JSX     |         48 |          1 |          7 |         56 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\EditMode.css                      | CSS                |        192 |          0 |         29 |        221 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\EditModeOverlay.tsx               | TypeScript JSX     |        311 |          0 |         22 |        333 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\EditableComponents.tsx            | TypeScript JSX     |        647 |         34 |         73 |        754 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\ElementLibrary.tsx                | TypeScript JSX     |        478 |         20 |         24 |        522 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\GlobalSettingsPanel.tsx           | TypeScript JSX     |        285 |         12 |         24 |        321 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\GranularErrorBoundary.tsx         | TypeScript JSX     |        136 |          6 |         14 |        156 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\LiveCanvas.tsx                    | TypeScript JSX     |        437 |         29 |         37 |        503 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\LocalCopilotPanel.tsx             | TypeScript JSX     |        197 |          9 |         22 |        228 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\MagneticTiltCard.tsx              | TypeScript JSX     |        145 |         12 |         32 |        189 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\MediaLibraryModal.tsx             | TypeScript JSX     |        296 |         18 |         31 |        345 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\OmnoraRenderer.tsx                | TypeScript JSX     |        100 |          6 |         19 |        125 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\PageSettingsPanel.tsx             | TypeScript JSX     |        112 |          8 |         17 |        137 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\SmartSidebar.tsx                  | TypeScript JSX     |        201 |         11 |         16 |        228 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\SovereignWidget.tsx               | TypeScript JSX     |        199 |          0 |         14 |        213 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\StyleEditorPanel.tsx              | TypeScript JSX     |        270 |         19 |         28 |        317 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\ThemeManager.tsx                  | TypeScript JSX     |         51 |          1 |          9 |         61 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\editors\IntelligenceEditor.tsx    | TypeScript JSX     |         68 |          2 |          9 |         79 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\help\SuggestionBubble.tsx         | TypeScript JSX     |        138 |          0 |          7 |        145 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\cms\help\TourOverlay.tsx              | TypeScript JSX     |        167 |          3 |         15 |        185 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\ErrorBoundary.css                | CSS                |        124 |          0 |         17 |        141 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\HowItWorks.tsx                   | TypeScript JSX     |         40 |          4 |          5 |         49 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\Newsletter.tsx                   | TypeScript JSX     |         69 |          1 |          8 |         78 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\TechStack.css                    | CSS                |        389 |          0 |         54 |        443 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\Testimonials.tsx                 | TypeScript JSX     |         71 |          4 |          7 |         82 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\TrustSection.tsx                 | TypeScript JSX     |         32 |          0 |          2 |         34 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\WhyUs.tsx                        | TypeScript JSX     |         28 |          0 |          3 |         31 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\tech.tsx                         | TypeScript JSX     |        147 |          9 |         18 |        174 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\home\testimonials.css                 | CSS                |        185 |          0 |         25 |        210 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\media\LogoPicker.tsx                  | TypeScript JSX     |        304 |          4 |         25 |        333 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\onboarding\StoreSetupWizard.tsx       | TypeScript JSX     |        208 |          9 |         29 |        246 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\orders\OrderTracking.css              | CSS                |         81 |          0 |         12 |         93 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\orders\OrderTracking.tsx              | TypeScript JSX     |         54 |          0 |          7 |         61 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\pwa\PwaInstallPrompt.tsx              | TypeScript JSX     |         94 |          8 |         19 |        121 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\AdminOrderManager.tsx          | TypeScript JSX     |        210 |          3 |         12 |        225 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\AdminOverview.tsx              | TypeScript JSX     |        212 |          4 |         14 |        230 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\AdminProductManager.tsx        | TypeScript JSX     |        333 |          9 |         24 |        366 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\AiContentPanel.tsx             | TypeScript JSX     |        121 |         13 |         24 |        158 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\DomainSettings.tsx             | TypeScript JSX     |        173 |          1 |         18 |        192 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\PaymentSettingsPanel.tsx       | TypeScript JSX     |        156 |          9 |         24 |        189 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\PaymentVerificationQueue.tsx   | TypeScript JSX     |        108 |          0 |         11 |        119 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\ProductEditor.tsx              | TypeScript JSX     |        543 |         26 |         44 |        613 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\SellerAnalytics.css            | CSS                |        151 |          0 |         26 |        177 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\SellerAnalytics.tsx            | TypeScript JSX     |        249 |          1 |         14 |        264 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\SellerAnalyticsDashboard.tsx   | TypeScript JSX     |        176 |         11 |         23 |        210 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\SellerInventory.css            | CSS                |        181 |          0 |         30 |        211 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\SellerInventory.tsx            | TypeScript JSX     |        285 |          0 |         16 |        301 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\seller\WhatsAppTemplatesPanel.tsx     | TypeScript JSX     |        123 |          8 |         26 |        157 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\storefront\CartDrawer.tsx             | TypeScript JSX     |        160 |         11 |         15 |        186 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\storefront\CustomerDashboard.tsx      | TypeScript JSX     |        206 |          6 |         24 |        236 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\storefront\OmnoraBanner.tsx           | TypeScript JSX     |         47 |          3 |          9 |         59 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\storefront\OmnoraNotification.tsx     | TypeScript JSX     |         96 |          0 |          8 |        104 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\storefront\ThankYouPage.tsx           | TypeScript JSX     |        199 |          2 |         23 |        224 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\superadmin\GodModeDashboard.tsx       | TypeScript JSX     |        116 |          5 |         13 |        134 |
| c:\E-Commerce Website (Full) - Copy (3)\frontend\src\components\superadmin\MerchantLedger.tsx         | TypeScript JSX     |        109 |          0 |          6 |        115 |
